DIAGONAL_ERROR,FEATURE_SCALE,INNER_FOLD,MIN_EIGENVALUE,MODEL,N,OUTER_FOLD,PASS,STAGE,SYMMETRY_ERROR
0.0,0.125,2,-1.817423537782008e-16,iqp_zz_current_20q_duplicate,427,5,True,nested_hpo,0.0
0.0,0.25,2,-7.561273719911697e-18,iqp_zz_current_20q_duplicate,427,5,True,nested_hpo,0.0
0.0,0.5,2,-4.661626766994462e-16,iqp_zz_current_20q_duplicate,427,5,True,nested_hpo,0.0
0.0,1.0,2,3.380976054678797e-15,iqp_zz_current_20q_duplicate,427,5,True,nested_hpo,0.0
0.0,0.125,3,3.055708038126332e-08,iqp_zz_current_20q_duplicate,425,5,True,nested_hpo,0.0
0.0,0.25,3,4.487397472286179e-06,iqp_zz_current_20q_duplicate,425,5,True,nested_hpo,0.0
0.0,0.5,3,0.0001455368631076205,iqp_zz_current_20q_duplicate,425,5,True,nested_hpo,0.0
0.0,1.0,3,0.001012392866396382,iqp_zz_current_20q_duplicate,425,5,True,nested_hpo,0.0
0.0,0.125,4,-2.0476274381922836e-16,iqp_zz_current_20q_duplicate,429,5,True,nested_hpo,0.0
0.0,0.25,4,5.1975701983867624e-17,iqp_zz_current_20q_duplicate,429,5,True,nested_hpo,0.0
0.0,0.5,4,6.54684639833647e-15,iqp_zz_current_20q_duplicate,429,5,True,nested_hpo,0.0
0.0,1.0,4,-1.7763568441634786e-15,iqp_zz_current_20q_duplicate,429,5,True,nested_hpo,0.0
0.0,0.125,all,2.3473913125287003e-16,iqp_zz_current_20q_duplicate,570,5,True,nested_outer_fit,0.0
0.0,0.125,1,-1.3373215103148308e-16,iqp_zz_current_20q_complementary_signed_sqrt,429,5,True,nested_hpo,0.0
0.0,0.25,1,2.284756033071572e-16,iqp_zz_current_20q_complementary_signed_sqrt,429,5,True,nested_hpo,0.0
0.0,0.5,1,-7.202518392075179e-17,iqp_zz_current_20q_complementary_signed_sqrt,429,5,True,nested_hpo,0.0
0.0,1.0,1,-2.346569151138596e-15,iqp_zz_current_20q_complementary_signed_sqrt,429,5,True,nested_hpo,0.0
0.0,0.125,2,-2.8032654374220393e-16,iqp_zz_current_20q_complementary_signed_sqrt,427,5,True,nested_hpo,0.0
0.0,0.25,2,-1.4279890518066036e-16,iqp_zz_current_20q_complementary_signed_sqrt,427,5,True,nested_hpo,0.0
0.0,0.5,2,-1.8323198383087388e-16,iqp_zz_current_20q_complementary_signed_sqrt,427,5,True,nested_hpo,0.0
0.0,1.0,2,-3.1086244689543716e-15,iqp_zz_current_20q_complementary_signed_sqrt,427,5,True,nested_hpo,0.0
0.0,0.125,3,1.0930960559501938e-07,iqp_zz_current_20q_complementary_signed_sqrt,425,5,True,nested_hpo,0.0
0.0,0.25,3,6.3507238852874095e-06,iqp_zz_current_20q_complementary_signed_sqrt,425,5,True,nested_hpo,0.0
0.0,0.5,3,0.00012660386613652457,iqp_zz_current_20q_complementary_signed_sqrt,425,5,True,nested_hpo,0.0
0.0,1.0,3,0.0009152382527097486,iqp_zz_current_20q_complementary_signed_sqrt,425,5,True,nested_hpo,0.0
0.0,0.125,4,1.1250961747984429e-15,iqp_zz_current_20q_complementary_signed_sqrt,429,5,True,nested_hpo,0.0
0.0,0.25,4,2.111127109355921e-16,iqp_zz_current_20q_complementary_signed_sqrt,429,5,True,nested_hpo,0.0
0.0,0.5,4,-1.5221870339735114e-17,iqp_zz_current_20q_complementary_signed_sqrt,429,5,True,nested_hpo,0.0
0.0,1.0,4,3.675163710527001e-15,iqp_zz_current_20q_complementary_signed_sqrt,429,5,True,nested_hpo,0.0
0.0,0.125,all,-4.0612043715340703e-17,iqp_zz_current_20q_complementary_signed_sqrt,570,5,True,nested_outer_fit,0.0
